class,same_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,logged_in,dst_host_srv_serror_rate,dst_host_serror_rate,serror_rate,srv_serror_rate,count,dst_host_count,dst_host_srv_rerror_rate,rerror_rate,dst_host_rerror_rate,srv_rerror_rate,dst_host_diff_srv_rate,diff_srv_rate
anomaly,0.04,0.03529411764705882,0.04,0.0,1.0,1.0,1.0,1.0,0.4568627450980392,1.0,0.0,0.0,0.0,0.0,0.08,0.06
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.027450980392156862,1.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.00784313725490196,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.65,0.0
anomaly,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9490196078431372,1.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.025490196078431372,1.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07254901960784313,1.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.12156862745098039,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.21,0.07058823529411765,0.07,0.0,1.0,1.0,1.0,1.0,0.17647058823529413,1.0,0.0,0.0,0.0,0.0,0.06,0.05
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.9647058823529412,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.09,0.07450980392156863,0.07,0.0,1.0,1.0,1.0,1.0,0.4196078431372549,1.0,0.0,0.0,0.0,0.0,0.07,0.07
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.7176470588235294,0.69,1.0,0.01,0.0,0.0,0.0,0.0,0.4235294117647059,0.0,0.0,0.0,0.0,0.04,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00784313725490196,0.1568627450980392,0.01,0.0,0.03,0.0,0.0,0.0
anomaly,0.32,0.2392156862745098,0.24,0.0,1.0,1.0,1.0,1.0,0.07058823529411765,1.0,0.0,0.0,0.0,0.0,0.02,0.08
anomaly,0.02,0.06666666666666667,0.07,0.0,1.0,1.0,1.0,1.0,0.48823529411764705,1.0,0.0,0.0,0.0,0.0,0.07,0.06
anomaly,0.18,0.09803921568627451,0.1,0.0,1.0,1.0,1.0,1.0,0.26862745098039215,1.0,0.0,0.0,0.0,0.0,0.05,0.04
anomaly,0.07,0.054901960784313725,0.05,0.0,1.0,1.0,1.0,1.0,0.44509803921568625,1.0,0.0,0.0,0.0,0.0,0.09,0.06
anomaly,0.09,0.0784313725490196,0.08,0.0,1.0,1.0,1.0,1.0,0.43137254901960786,1.0,0.0,0.0,0.0,0.0,0.07,0.05
anomaly,0.01,0.00784313725490196,0.01,0.0,1.0,1.0,1.0,1.0,0.5627450980392157,1.0,0.0,0.0,0.0,0.0,0.07,0.06
anomaly,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.6666666666666666,0.71,1.0,0.03,0.0,0.0,0.0,0.0,0.3411764705882353,0.01,0.0,0.0,0.0,0.03,0.0
normal,1.0,1.0,1.0,1.0,0.01,0.01,0.0,0.0,0.050980392156862744,0.7490196078431373,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.7254901960784313,0.82,1.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.18,0.0
anomaly,1.0,0.44705882352941173,0.45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19,0.0
normal,1.0,1.0,1.0,1.0,0.01,0.0,0.0,0.0,0.03137254901960784,0.21176470588235294,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.0,0.0784313725490196,0.08,0.0,1.0,1.0,1.0,1.0,0.39215686274509803,1.0,0.0,0.0,0.0,0.0,0.06,0.06
anomaly,1.0,0.08627450980392157,0.09,0.0,0.0,0.0,0.0,0.0,0.03725490196078431,1.0,0.0,0.0,0.0,0.0,0.02,0.0
anomaly,0.05,0.054901960784313725,0.05,0.0,1.0,1.0,1.0,1.0,0.5647058823529412,1.0,0.0,0.0,0.0,0.0,0.07,0.06
anomaly,0.12,0.06666666666666667,0.07,0.0,0.0,0.0,0.0,0.0,0.2803921568627451,1.0,1.0,1.0,1.0,1.0,0.06,0.06
anomaly,1.0,0.10588235294117647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10588235294117647,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.4392156862745098,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.32941176470588235,0.15,1.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.050980392156862744,0.0,0.0,0.0,0.0,0.15,0.0
anomaly,0.08,0.07058823529411765,0.07,0.0,1.0,1.0,1.0,1.0,0.4137254901960784,1.0,0.0,0.0,0.0,0.0,0.06,0.06
normal,1.0,0.06666666666666667,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.05,0.0
anomaly,1.0,0.01568627450980392,0.02,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0
normal,1.0,0.29411764705882354,0.89,1.0,0.01,0.01,0.0,0.0,0.00980392156862745,0.32941176470588235,0.0,0.0,0.0,0.33,0.02,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.1843137254901961,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00784313725490196,1.0,0.06,0.0,0.06,0.0,0.0,0.0
anomaly,1.0,0.5137254901960784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.996078431372549,1.0,0.0,0.0,0.0,0.0,0.0,0.48823529411764705,1.0,0.0,0.0,0.0,0.0,0.01,0.01
normal,1.0,0.996078431372549,1.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,1.0,0.0,0.0,0.0,0.0,0.01,0.0
anomaly,0.03,0.03529411764705882,0.04,0.0,1.0,1.0,1.0,1.0,0.5764705882352941,1.0,0.0,0.0,0.0,0.0,0.07,0.06
anomaly,0.09,0.00784313725490196,0.01,0.0,1.0,1.0,1.0,1.0,0.041176470588235294,1.0,0.0,0.0,0.0,0.0,0.07,0.09
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.021568627450980392,0.047058823529411764,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.2196078431372549,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.013725490196078431,0.8549019607843137,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.01568627450980392,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.04,0.03529411764705882,0.04,0.0,1.0,1.0,1.0,1.0,0.4568627450980392,1.0,0.0,0.0,0.0,0.0,0.07,0.06
normal,1.0,0.8784313725490196,0.88,0.0,0.0,0.0,0.0,0.0,0.592156862745098,1.0,0.0,0.0,0.0,0.0,0.01,0.01
normal,1.0,0.2823529411764706,0.05,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.16470588235294117,0.0,0.0,0.02,0.0,0.1,0.0
anomaly,0.07,0.10980392156862745,0.11,0.0,1.0,1.0,1.0,1.0,0.20980392156862746,1.0,0.0,0.0,0.0,0.0,0.06,0.06
anomaly,0.06,0.07450980392156863,0.07,0.0,1.0,1.0,1.0,1.0,0.2627450980392157,1.0,0.0,0.0,0.0,0.0,0.06,0.06
anomaly,1.0,0.047058823529411764,0.14,0.0,0.0,0.0,0.0,0.0,0.021568627450980392,0.32941176470588235,0.0,0.0,0.0,0.0,0.05,0.0
anomaly,0.02,0.023529411764705882,0.02,0.0,0.0,0.0,0.0,0.0,0.5176470588235295,1.0,1.0,1.0,1.0,1.0,0.07,0.06
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0058823529411764705,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,1.0,0.4666666666666667,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.5607843137254902,0.0,0.0,0.0,0.0,0.01,0.0
anomaly,0.01,0.03137254901960784,0.03,0.0,1.0,1.0,1.0,1.0,0.4764705882352941,1.0,0.0,0.0,0.0,0.0,0.06,0.06
normal,1.0,0.38431372549019605,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.11372549019607843,0.0,0.0,0.0,0.0,0.14,0.0
anomaly,0.07,0.07058823529411765,0.07,0.0,1.0,1.0,1.0,1.0,0.5588235294117647,1.0,0.0,0.0,0.0,0.0,0.08,0.05
normal,1.0,0.7254901960784313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.9,1.0,1.0,1.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.052941176470588235,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.04,0.023529411764705882,0.02,0.0,1.0,1.0,1.0,1.0,0.27254901960784317,1.0,0.0,0.0,0.0,0.0,0.07,0.07
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.011764705882352941,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.02,0.01568627450980392,0.02,0.0,0.0,0.0,0.0,0.0,0.4627450980392157,1.0,1.0,1.0,1.0,1.0,0.07,0.07
normal,1.0,0.29411764705882354,1.0,1.0,0.01,0.0,0.0,0.0,0.01568627450980392,0.15294117647058825,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.025490196078431372,0.38431372549019605,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.023529411764705882,1.0,1.0,0.33,0.0,0.0,0.0,0.00392156862745098,0.011764705882352941,0.17,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.00784313725490196,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.12,0.011764705882352941,0.01,0.0,1.0,1.0,1.0,1.0,0.22745098039215686,1.0,0.0,0.0,0.0,0.0,0.07,0.06
normal,1.0,0.9921568627450981,0.99,1.0,0.0,0.0,0.0,0.0,0.045098039215686274,1.0,0.0,0.0,0.0,0.0,0.01,0.0
normal,1.0,0.5058823529411764,0.51,1.0,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0
anomaly,0.08,0.06666666666666667,0.07,0.0,1.0,1.0,1.0,1.0,0.396078431372549,1.0,0.0,0.0,0.0,0.0,0.06,0.06
normal,1.0,0.8117647058823529,0.81,1.0,0.0,0.0,0.0,0.0,0.0,0.7058823529411764,0.0,0.0,0.0,0.0,0.02,0.0
normal,1.0,1.0,1.0,1.0,0.01,0.01,0.0,0.0,0.01568627450980392,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.18,0.19215686274509802,0.19,0.0,1.0,1.0,1.0,1.0,0.03137254901960784,1.0,0.0,0.0,0.0,0.0,0.05,0.24
anomaly,0.0,0.047058823529411764,0.05,0.0,1.0,1.0,1.0,1.0,0.40588235294117647,1.0,0.0,0.0,0.0,0.0,0.07,0.07
anomaly,0.27,0.17254901960784313,0.17,0.0,1.0,1.0,1.0,1.0,0.056862745098039215,1.0,0.0,0.0,0.0,0.0,0.05,0.13
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.011764705882352941,1.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.03137254901960784,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.5490196078431373,0.0,0.0,0.0,0.0,0.04,0.0
normal,1.0,0.6588235294117647,0.61,1.0,0.01,0.04,0.0,0.0,0.0,0.6627450980392157,0.0,0.0,0.0,0.0,0.19,0.0
anomaly,0.03,0.047058823529411764,0.05,0.0,1.0,1.0,1.0,1.0,0.5568627450980392,1.0,0.0,0.0,0.0,0.0,0.07,0.06
normal,1.0,0.996078431372549,1.0,0.0,0.0,0.0,0.0,0.0,0.5843137254901961,1.0,0.0,0.0,0.0,0.0,0.01,0.0
anomaly,0.5,0.00784313725490196,0.01,0.0,1.0,1.0,1.0,1.0,0.0058823529411764705,1.0,0.0,0.0,0.0,0.0,0.08,0.75
anomaly,0.04,0.03529411764705882,0.04,0.0,1.0,1.0,1.0,1.0,0.4764705882352941,1.0,0.0,0.0,0.0,0.0,0.07,0.06
normal,1.0,1.0,1.0,1.0,0.0,0.01,0.14,0.06,0.011764705882352941,0.6666666666666666,0.0,0.0,0.01,0.0,0.0,0.0
anomaly,1.0,0.2392156862745098,0.6,0.0,0.97,0.98,1.0,1.0,0.03529411764705882,0.396078431372549,0.0,0.0,0.0,0.0,0.02,0.0
anomaly,0.02,0.01568627450980392,0.02,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,0.08,0.07
normal,1.0,1.0,1.0,1.0,0.01,0.0,0.0,0.0,0.0196078431372549,0.14509803921568626,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.01568627450980392,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.04,0.011764705882352941,0.01,0.0,1.0,1.0,1.0,1.0,0.1588235294117647,1.0,0.0,0.0,0.0,0.0,0.06,0.07
normal,1.0,0.16862745098039217,0.22,1.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.49411764705882355,0.0,0.0,0.0,0.0,0.03,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.021568627450980392,0.611764705882353,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.04,0.00392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.043137254901960784,1.0,0.0,0.0,0.18,0.0,0.27,0.35
anomaly,1.0,0.47058823529411764,0.47,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01,0.0
anomaly,0.15,0.050980392156862744,0.05,0.0,1.0,1.0,1.0,1.0,0.16470588235294117,1.0,0.0,0.0,0.0,0.0,0.05,0.06
anomaly,0.19,0.01568627450980392,0.02,0.0,0.0,0.0,0.0,0.0,0.1450980392156863,1.0,1.0,1.0,1.0,1.0,0.06,0.07
anomaly,0.01,0.011764705882352941,0.01,0.0,1.0,1.0,1.0,1.0,0.4725490196078431,1.0,0.0,0.0,0.0,0.0,0.07,0.07
normal,1.0,0.5411764705882353,0.69,1.0,0.0,0.0,0.0,0.0,0.0,0.20392156862745098,0.0,0.0,0.0,0.0,0.12,0.0
normal,1.0,0.8823529411764706,0.88,1.0,0.0,0.0,0.0,0.0,0.011764705882352941,1.0,0.0,0.0,0.0,0.0,0.02,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.013725490196078431,0.03137254901960784,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4980392156862745,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.07,0.03137254901960784,0.03,0.0,1.0,1.0,1.0,1.0,0.20784313725490197,1.0,0.0,0.0,0.0,0.0,0.05,0.07
anomaly,0.09,0.06274509803921569,0.06,0.0,1.0,1.0,1.0,1.0,0.3666666666666667,1.0,0.0,0.0,0.0,0.0,0.05,0.05
normal,1.0,0.996078431372549,1.0,0.0,0.0,0.0,0.0,0.0,0.12549019607843137,1.0,0.0,0.0,0.0,0.0,0.01,0.0
anomaly,0.14,0.06274509803921569,0.06,0.0,0.0,0.0,0.0,0.0,0.2196078431372549,1.0,1.0,1.0,1.0,1.0,0.07,0.06
anomaly,0.14,0.027450980392156862,0.03,0.0,1.0,1.0,1.0,1.0,0.26862745098039215,1.0,0.0,0.0,0.0,0.0,0.06,0.05
normal,1.0,0.5450980392156862,0.83,1.0,0.01,0.0,0.0,0.0,0.0,0.07058823529411765,0.0,0.0,0.0,0.0,0.17,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.10588235294117647,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.10196078431372549,0.1,1.0,0.0,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.07,0.0
anomaly,0.12,0.0784313725490196,0.08,0.0,1.0,1.0,1.0,1.0,0.21764705882352942,1.0,0.0,0.0,0.0,0.0,0.06,0.05
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.011764705882352941,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.09,0.03137254901960784,0.03,0.0,0.0,0.0,0.0,0.0,0.2784313725490196,1.0,1.0,1.0,1.0,1.0,0.07,0.06
anomaly,0.01,0.00784313725490196,0.01,0.0,0.0,0.0,0.0,0.0,0.5156862745098039,1.0,1.0,1.0,1.0,1.0,0.07,0.06
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.023529411764705882,1.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.5,0.5764705882352941,0.6,1.0,0.01,0.05,0.5,1.0,0.00196078431372549,0.3411764705882353,0.0,0.0,0.0,0.0,0.07,1.0
anomaly,0.02,0.06274509803921569,0.06,0.0,1.0,1.0,1.0,1.0,0.28431372549019607,1.0,0.0,0.0,0.0,0.0,0.08,0.08
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09019607843137255,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.1,0.0392156862745098,0.04,0.0,0.0,0.0,0.0,0.0,0.19607843137254902,1.0,1.0,1.0,1.0,1.0,0.05,0.06
normal,1.0,0.027450980392156862,0.03,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.66,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.011764705882352941,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.0,0.00392156862745098,0.0,0.0,0.0,0.1,0.15,0.0,1.0,1.0,1.0,0.85,0.9,1.0,1.0,1.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.049019607843137254,1.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.4823529411764706,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.2392156862745098,0.24,1.0,0.66,0.61,0.5,0.5,0.00196078431372549,1.0,0.0,0.0,0.0,0.0,0.02,0.0
anomaly,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00980392156862745,1.0,0.04,0.17,0.04,0.29,0.0,0.0
normal,0.12,0.8980392156862745,0.9,0.0,0.0,0.0,0.0,0.0,0.013725490196078431,1.0,0.0,0.0,0.0,0.0,0.01,0.25
anomaly,0.11,0.00784313725490196,0.01,0.0,0.0,0.01,0.0,0.0,0.03333333333333333,0.7372549019607844,1.0,1.0,0.36,1.0,0.06,0.5
anomaly,0.14,0.0784313725490196,0.08,0.0,0.0,0.0,0.0,0.0,0.27254901960784317,1.0,1.0,1.0,1.0,1.0,0.07,0.06
normal,1.0,1.0,1.0,0.0,0.01,0.5,0.5,0.33,0.00196078431372549,0.00784313725490196,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,1.0,0.09019607843137255,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.011764705882352941,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.06,0.047058823529411764,0.05,0.0,1.0,1.0,1.0,1.0,0.4235294117647059,1.0,0.0,0.0,0.0,0.0,0.07,0.06
normal,1.0,0.17254901960784313,0.81,1.0,0.0,0.0,0.0,0.0,0.0,0.21176470588235294,0.0,0.0,0.0,0.0,0.06,0.0
normal,1.0,0.16470588235294117,0.22,1.0,0.0,0.0,0.0,0.0,0.0,0.7529411764705882,0.02,0.0,0.01,0.0,0.04,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.013725490196078431,1.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.027450980392156862,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.04,0.0392156862745098,0.04,0.0,1.0,1.0,1.0,1.0,0.4470588235294118,1.0,0.0,0.0,0.0,0.0,0.07,0.07
anomaly,0.03,0.027450980392156862,0.03,0.0,0.0,0.0,0.0,0.0,0.503921568627451,1.0,1.0,1.0,1.0,1.0,0.09,0.07
normal,1.0,0.4196078431372549,0.54,1.0,0.01,0.01,0.0,0.0,0.0,0.7725490196078432,0.0,0.0,0.0,0.0,0.04,0.0
anomaly,0.05,0.043137254901960784,0.04,0.0,0.0,0.0,0.0,0.0,0.43529411764705883,1.0,1.0,1.0,1.0,1.0,0.08,0.07
anomaly,1.0,0.49019607843137253,0.34,1.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.6980392156862745,0.0,0.0,0.31,0.0,0.39,0.0
normal,1.0,0.050980392156862744,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.3176470588235294,0.0,0.0,0.0,0.0,0.05,0.0
anomaly,0.13,0.01568627450980392,0.02,0.0,1.0,1.0,1.0,1.0,0.2784313725490196,1.0,0.0,0.0,0.0,0.0,0.07,0.06
normal,1.0,0.023529411764705882,0.13,1.0,0.67,0.09,1.0,1.0,0.0,0.1764705882352941,0.0,0.0,0.0,0.0,0.04,0.0
anomaly,0.56,0.0196078431372549,0.02,0.0,1.0,1.0,1.0,1.0,0.01568627450980392,1.0,0.0,0.0,0.0,0.0,0.07,0.33
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08627450980392157,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.4,0.41,1.0,0.01,0.01,0.0,0.0,0.0,0.6862745098039216,0.0,0.0,0.0,0.0,0.03,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.01,0.33,0.4,0.00392156862745098,0.4549019607843137,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.17,0.09803921568627451,0.1,0.0,1.0,1.0,1.0,1.0,0.28431372549019607,1.0,0.0,0.0,0.0,0.0,0.05,0.05
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.03137254901960784,0.48627450980392156,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.04,0.03137254901960784,0.03,0.0,0.0,0.0,0.0,0.0,0.4294117647058824,1.0,1.0,1.0,1.0,1.0,0.07,0.07
anomaly,0.04,0.03529411764705882,0.04,0.0,1.0,1.0,1.0,1.0,0.4607843137254902,1.0,0.0,0.0,0.0,0.0,0.07,0.06
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.045098039215686274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.9450980392156862,0.95,0.0,0.0,0.0,0.0,0.0,0.20588235294117646,1.0,0.0,0.0,0.0,0.0,0.01,0.0
normal,0.17,0.00392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,1.0,0.0,0.0,0.0,0.0,0.27,0.67
anomaly,0.01,0.00784313725490196,0.09,0.0,1.0,0.39,1.0,1.0,0.34509803921568627,0.09019607843137255,0.0,0.0,0.04,0.0,0.26,0.07
normal,1.0,0.10196078431372549,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.33725490196078434,0.77,1.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.0,0.0,0.0,0.0,0.06,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0196078431372549,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.04,0.043137254901960784,0.04,0.0,1.0,1.0,1.0,1.0,0.5803921568627451,1.0,0.0,0.0,0.0,0.0,0.07,0.05
anomaly,0.17,0.2392156862745098,0.24,0.0,1.0,1.0,1.0,1.0,0.00980392156862745,1.0,0.0,0.0,0.0,0.0,0.02,0.5
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.3058823529411765,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.07,0.00392156862745098,0.0,0.0,1.0,1.0,1.0,1.0,0.5333333333333333,1.0,0.0,0.0,0.0,0.0,0.07,0.06
anomaly,0.06,0.058823529411764705,0.06,0.0,0.0,0.0,0.0,0.0,0.5215686274509804,1.0,1.0,1.0,1.0,1.0,0.07,0.06
anomaly,0.3,0.08235294117647059,0.08,0.0,1.0,1.0,1.0,1.0,0.050980392156862744,1.0,0.0,0.0,0.0,0.0,0.07,0.11
normal,1.0,0.3137254901960784,0.87,1.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.1803921568627451,0.0,0.0,0.0,0.0,0.07,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16470588235294117,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.03,0.03137254901960784,0.03,0.0,1.0,1.0,1.0,1.0,0.4588235294117647,1.0,0.0,0.0,0.0,0.0,0.07,0.06
anomaly,0.04,0.0392156862745098,0.04,0.0,0.0,0.0,0.0,0.0,0.4745098039215686,1.0,1.0,1.0,1.0,1.0,0.07,0.07
anomaly,1.0,0.5176470588235293,1.0,1.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.5176470588235293,0.02,0.0,0.02,0.0,0.0,0.0
normal,1.0,0.43137254901960786,0.74,0.0,0.0,0.0,0.0,0.0,0.4372549019607843,0.5843137254901961,0.0,0.0,0.0,0.0,0.02,0.0
anomaly,0.5,0.2627450980392157,0.26,0.0,1.0,1.0,1.0,1.0,0.025490196078431372,1.0,0.0,0.0,0.0,0.0,0.02,0.14
anomaly,0.02,0.01568627450980392,0.02,0.0,1.0,1.0,1.0,1.0,0.37058823529411766,1.0,0.0,0.0,0.0,0.0,0.07,0.07
normal,1.0,0.984313725490196,1.0,1.0,0.0,0.0,0.0,0.0,0.047058823529411764,0.2392156862745098,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.00392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.77,0.0
anomaly,0.05,0.023529411764705882,0.06,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.37254901960784315,1.0,1.0,1.0,1.0,0.08,0.07
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.0,0.0,0.0,0.0,0.0,0.0
