class,same_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,logged_in,dst_host_srv_serror_rate,dst_host_serror_rate,serror_rate,srv_serror_rate,count,dst_host_count,dst_host_srv_rerror_rate,rerror_rate,dst_host_rerror_rate,srv_rerror_rate,dst_host_diff_srv_rate,diff_srv_rate
0,1.0,220,0.86,0,0.0,0.0,0.0,0.0,257,255,0.0,0.0,0.0,0.0,0.01,0.0
1,0.08,19,0.47,0,1.0,0.95,1.0,1.0,236,40,0.0,0.0,0.0,0.0,0.08,0.04
1,0.04,6,0.02,0,1.0,1.0,1.0,1.0,140,255,0.0,0.0,0.0,0.0,0.05,0.05
1,0.3,13,0.05,0,1.0,1.0,1.0,1.0,43,255,0.0,0.0,0.0,0.0,0.08,0.14
0,1.0,215,1.0,0,0.0,0.0,0.0,0.0,1,111,1.0,1.0,1.0,1.0,0.0,0.0
1,0.09,18,0.07,0,1.0,1.0,1.0,1.0,217,255,0.0,0.0,0.0,0.0,0.07,0.06
1,0.06,14,0.05,0,1.0,1.0,1.0,1.0,216,255,0.0,0.0,0.0,0.0,0.05,0.06
0,1.0,7,0.05,0,0.14,0.01,0.0,0.0,1,137,0.0,0.0,0.0,0.0,0.04,0.0
1,0.01,2,0.01,0,0.0,0.0,0.0,0.0,383,255,1.0,1.0,1.0,1.0,0.52,0.52
1,0.03,7,0.03,0,0.0,0.0,0.0,0.0,272,255,1.0,1.0,1.0,1.0,0.09,0.06
1,0.06,8,0.03,0,0.0,0.0,0.0,0.0,144,255,1.0,1.0,1.0,1.0,0.08,0.08
0,1.0,255,1.0,1,0.0,0.02,0.1,0.1,10,53,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,217,0.85,0,0.0,0.0,0.0,0.0,27,255,0.0,0.0,0.0,0.0,0.01,0.0
1,0.08,19,0.07,0,1.0,1.0,1.0,1.0,249,255,0.0,0.0,0.0,0.0,0.07,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,12,255,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,18,0.07,0,1.0,1.0,1.0,1.0,236,255,0.0,0.0,0.0,0.0,0.07,0.07
1,0.0,1,0.0,0,0.0,0.07,0.08,0.0,511,255,1.0,0.92,0.93,1.0,1.0,1.0
0,1.0,254,1.0,0,0.0,0.0,0.0,0.0,68,255,0.0,0.0,0.0,0.0,0.01,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,6,255,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,26,1.0,0,0.0,0.0,0.0,0.0,436,26,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,227,1.0,0,0.0,0.0,0.0,0.0,1,4,0.87,1.0,1.0,1.0,0.0,0.0
0,1.0,69,0.68,0,0.0,0.0,0.0,0.0,213,102,0.0,0.0,0.0,0.0,0.02,0.01
0,1.0,1,0.01,1,0.0,0.0,0.0,0.0,1,133,0.0,0.0,0.01,0.0,0.04,0.0
1,0.08,9,0.04,0,1.0,1.0,1.0,1.0,136,255,0.0,0.0,0.0,0.0,0.07,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,24,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,5,116,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.05,5,51,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1,0.0,0,0.0,0.14,0.16,0.0,511,255,1.0,0.84,0.86,1.0,1.0,1.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,12,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.01,0.33,0.33,3,152,0.0,0.0,0.01,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0
0,0.99,254,1.0,0,0.0,0.0,0.0,0.0,142,255,0.0,0.0,0.0,0.0,0.01,0.01
0,1.0,255,1.0,1,0.01,0.0,0.0,0.0,21,91,0.0,0.0,0.0,0.0,0.0,0.0
1,0.02,6,0.02,0,1.0,1.0,1.0,1.0,241,255,0.0,0.0,0.0,0.0,0.06,0.07
0,0.16,30,0.12,0,0.0,0.0,0.0,0.0,37,255,0.0,0.0,0.0,0.0,0.01,0.05
1,0.14,7,0.03,0,1.0,1.0,1.0,1.0,136,255,0.0,0.0,0.0,0.0,0.07,0.06
0,1.0,129,0.58,1,0.0,0.0,0.0,0.0,1,110,0.0,0.0,0.0,0.0,0.04,0.0
1,1.0,120,0.47,1,0.0,0.0,0.0,0.0,1,255,0.0,0.0,0.01,0.0,0.02,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,42,255,0.0,0.0,0.0,0.0,0.0,0.0
1,0.07,17,0.07,0,1.0,1.0,1.0,1.0,249,255,0.0,0.0,0.0,0.0,0.05,0.05
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,3,175,0.0,0.0,0.0,0.0,0.0,0.0
1,0.07,21,0.08,0,1.0,1.0,1.0,1.0,286,255,0.0,0.0,0.0,0.0,0.05,0.05
1,0.01,2,0.01,0,0.0,0.0,0.0,0.0,199,255,1.0,1.0,1.0,1.0,0.09,0.07
0,1.0,251,0.98,1,0.0,0.0,0.0,0.0,3,255,0.0,0.0,0.0,0.0,0.01,0.0
1,0.01,4,0.02,0,1.0,1.0,1.0,1.0,216,255,0.0,0.0,0.0,0.0,0.08,0.06
0,1.0,3,0.75,0,0.0,0.0,0.0,0.0,1,4,0.0,0.0,0.0,0.0,0.5,0.0
1,1.0,33,0.13,0,0.0,0.0,0.0,0.0,33,255,0.0,0.0,0.0,0.0,0.02,0.0
1,0.02,15,0.06,0,1.0,1.0,1.0,1.0,284,255,0.0,0.0,0.0,0.0,0.08,0.06
1,0.03,6,0.02,0,1.0,1.0,1.0,1.0,229,255,0.0,0.0,0.0,0.0,0.06,0.05
0,0.12,204,0.8,0,0.0,0.0,0.0,0.0,8,255,0.0,0.0,0.0,0.0,0.01,0.25
1,0.04,20,0.08,0,1.0,1.0,1.0,1.0,213,255,0.0,0.0,0.0,0.0,0.07,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,18,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,12,32,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,86,1.0,0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,161,0.62,1,0.0,0.0,0.0,0.0,1,24,0.0,0.0,0.0,0.0,0.17,0.0
1,0.02,20,0.08,0,1.0,1.0,1.0,1.0,217,255,0.0,0.0,0.0,0.0,0.08,0.07
0,1.0,5,0.08,0,0.0,0.0,0.0,0.0,1,51,0.0,0.0,0.0,0.0,0.08,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,16,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,145,0.76,1,0.0,0.0,0.0,0.0,1,117,0.0,0.0,0.0,0.0,0.04,0.0
1,0.07,9,0.04,0,1.0,1.0,1.0,1.0,128,255,0.0,0.0,0.0,0.0,0.05,0.06
1,0.03,6,0.02,0,1.0,1.0,1.0,1.0,231,255,0.0,0.0,0.0,0.0,0.06,0.06
1,0.0,1,0.0,0,0.0,0.12,0.15,0.0,511,255,1.0,0.85,0.88,1.0,1.0,1.0
0,1.0,179,0.78,0,0.0,0.0,0.0,0.0,73,229,0.0,0.0,0.0,0.0,0.01,0.0
0,1.0,131,1.0,0,0.0,0.0,0.0,0.0,1,87,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,228,1.0,1,0.0,0.0,0.0,0.0,3,27,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,126,0.46,1,0.0,0.0,0.0,0.0,1,218,0.0,0.0,0.0,0.0,0.03,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,2,20,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1,0.0,0,0.0,0.08,0.06,0.0,330,255,1.0,0.9,0.89,1.0,1.0,1.0
0,1.0,246,0.97,1,0.0,0.0,0.0,0.0,1,113,0.0,0.0,0.0,0.0,0.02,0.0
1,0.03,8,0.03,0,0.0,0.0,0.0,0.0,273,255,1.0,1.0,1.0,1.0,0.09,0.06
1,0.0,1,0.0,0,0.0,0.06,0.05,0.0,509,255,1.0,0.94,0.92,1.0,1.0,1.0
1,0.07,8,0.03,0,0.0,0.0,0.0,0.0,107,255,1.0,1.0,1.0,1.0,0.05,0.07
1,0.03,8,0.03,0,1.0,1.0,1.0,1.0,294,255,0.0,0.0,0.0,0.0,0.05,0.04
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,21,143,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,104,0.41,1,0.0,0.0,0.0,0.0,20,255,0.0,0.0,0.0,0.0,0.03,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,2,97,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.01,0.0,0.0,0.0,7,41,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,5,255,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1,0.01,0,0.0,0.05,0.0,0.0,1,120,1.0,1.0,0.58,1.0,0.61,0.0
0,1.0,1,0.0,1,0.0,0.0,0.0,0.0,1,255,0.0,0.0,0.0,0.0,0.8,0.0
0,1.0,39,0.35,0,0.0,0.0,0.0,0.0,1,79,0.0,0.0,0.0,0.0,0.08,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,37,75,0.07,0.0,0.19,0.0,0.0,0.0
1,1.0,80,1.0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0.06,14,0.05,0,1.0,1.0,1.0,1.0,227,255,0.0,0.0,0.0,0.0,0.06,0.05
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,20,49,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,2,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,91,1.0,0,0.0,0.0,0.0,0.0,1,16,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,61,0.26,1,0.0,0.0,0.0,0.0,1,236,0.02,0.0,0.28,0.0,0.3,0.0
1,0.25,69,0.27,0,1.0,1.0,1.0,1.0,71,255,0.0,0.0,0.0,0.0,0.02,0.06
1,1.0,12,0.09,0,0.5,1.0,1.0,1.0,6,66,0.0,0.0,0.0,0.0,0.06,0.0
1,0.1,21,0.08,0,1.0,1.0,1.0,1.0,208,255,0.0,0.0,0.0,0.0,0.05,0.05
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,8,36,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,19,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,11,175,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,12,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,22,0.11,1,0.0,0.0,0.0,0.0,2,197,0.0,0.0,0.0,0.0,0.03,0.0
1,0.11,23,0.09,0,1.0,1.0,1.0,1.0,210,255,0.0,0.0,0.0,0.0,0.05,0.06
1,0.08,9,0.04,0,1.0,1.0,1.0,1.0,137,255,0.0,0.0,0.0,0.0,0.07,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,24,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,206,0.86,1,0.0,0.0,0.0,0.0,1,64,0.05,0.0,0.02,0.0,0.06,0.0
0,0.5,53,0.21,1,0.0,0.0,0.0,0.0,4,255,0.0,0.0,0.0,0.0,0.35,0.5
0,1.0,85,0.82,1,0.0,0.0,0.0,0.0,3,11,0.0,0.0,0.0,0.0,0.27,0.0
1,1.0,85,1.0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,25,255,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1,1.0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0,0.17,9,0.04,0,0.0,0.0,0.0,0.0,54,226,0.0,0.0,0.0,0.0,0.02,0.04
1,0.01,2,0.01,0,0.5,0.42,0.7,0.5,151,255,0.5,0.3,0.18,0.5,0.22,0.38
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0
1,0.01,16,0.06,0,1.0,1.0,1.0,1.0,134,255,0.0,0.0,0.0,0.0,0.06,0.06
0,0.09,3,0.01,0,0.0,0.0,0.0,0.0,11,255,0.0,0.0,0.0,0.0,0.58,0.18
0,1.0,110,0.61,1,0.0,0.0,0.0,0.0,1,179,0.0,0.0,0.0,0.0,0.02,0.0
1,0.15,15,0.06,0,1.0,1.0,1.0,1.0,130,255,0.0,0.0,0.0,0.0,0.07,0.06
1,0.0,1,0.0,0,0.0,0.18,0.26,0.0,511,255,1.0,0.74,0.82,1.0,1.0,1.0
0,1.0,254,1.0,0,0.0,0.0,0.0,0.0,11,255,0.0,0.0,0.0,0.0,0.01,0.0
1,0.02,6,0.02,0,1.0,1.0,1.0,1.0,257,255,0.0,0.0,0.0,0.0,0.07,0.07
1,0.02,8,0.03,0,1.0,1.0,1.0,1.0,286,255,0.0,0.0,0.0,0.0,0.08,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,22,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,54,0.1,1,0.0,0.0,0.0,0.0,2,58,0.0,0.0,0.0,0.0,0.1,0.0
0,1.0,95,0.52,1,0.0,0.0,0.0,0.0,1,184,0.0,0.0,0.0,0.0,0.03,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,26,191,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,21,0.19,1,0.0,0.0,0.0,0.0,1,111,0.1,0.0,0.02,0.0,0.04,0.0
0,1.0,14,1.0,0,0.0,0.0,0.0,0.0,1,5,1.0,1.0,1.0,1.0,0.0,0.0
0,1.0,254,1.0,0,0.0,0.0,0.0,0.0,143,255,0.0,0.0,0.0,0.0,0.01,0.0
1,0.15,29,0.11,0,0.0,0.03,0.0,0.0,13,255,0.0,0.0,0.43,0.0,0.51,0.15
1,0.09,21,0.08,0,1.0,1.0,1.0,1.0,245,255,0.0,0.0,0.0,0.0,0.06,0.05
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,7,255,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5,14,0.05,1,0.0,0.0,0.0,0.0,2,255,0.0,0.0,0.0,0.0,0.68,1.0
1,0.14,21,0.08,0,1.0,1.0,1.0,1.0,145,255,0.0,0.0,0.0,0.0,0.05,0.05
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,6,250,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,2,0.01,0,0.0,0.0,0.0,0.0,2,255,1.0,1.0,1.0,1.0,0.73,0.0
1,0.01,6,0.02,0,1.0,1.0,1.0,1.0,231,255,0.0,0.0,0.0,0.0,0.08,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,38,255,0.0,0.0,0.0,0.0,0.0,0.0
1,0.21,5,0.02,0,1.0,1.0,1.0,1.0,77,255,0.0,0.0,0.0,0.0,0.06,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,17,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,7,0.17,0,0.0,0.0,0.0,0.0,1,41,0.0,0.0,0.0,0.0,0.07,0.0
1,0.02,5,0.02,0,1.0,1.0,1.0,1.0,215,255,0.0,0.0,0.0,0.0,0.07,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,3,13,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.01,0.0,0.0,0.0,17,134,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,8,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,246,1.0,1,0.0,0.0,0.0,0.0,13,246,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,28,58,0.01,0.04,0.02,0.02,0.0,0.0
1,0.01,13,0.05,0,1.0,1.0,1.0,1.0,170,255,0.0,0.0,0.0,0.0,0.07,0.07
1,0.17,15,0.06,0,1.0,1.0,1.0,1.0,118,255,0.0,0.0,0.0,0.0,0.07,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,7,16,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,1,18,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,8,0.07,0,0.12,0.01,0.0,0.0,1,71,0.0,0.0,0.0,0.0,0.04,0.0
1,0.05,11,0.04,0,1.0,1.0,1.0,1.0,232,255,0.0,0.0,0.0,0.0,0.07,0.06
0,1.0,255,1.0,0,0.0,0.0,0.0,0.0,43,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,106,1.0,1,0.01,0.0,0.0,0.0,3,16,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,12,255,0.0,0.0,0.0,0.0,0.0,0.0
1,0.02,13,0.05,0,1.0,1.0,1.0,1.0,271,255,0.0,0.0,0.0,0.0,0.07,0.06
1,0.03,4,0.02,0,1.0,1.0,1.0,1.0,130,255,0.0,0.0,0.0,0.0,0.07,0.07
0,1.0,4,1.0,1,0.0,0.0,0.0,0.0,1,1,0.25,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,5,255,0.0,0.0,0.0,0.0,0.0,0.0
1,0.2,10,0.04,0,0.0,0.0,0.0,0.0,51,255,1.0,1.0,1.0,1.0,0.07,0.08
1,1.0,15,0.13,0,0.6,1.0,1.0,1.0,9,69,0.0,0.0,0.0,0.0,0.06,0.0
1,0.07,20,0.08,0,1.0,1.0,1.0,1.0,269,255,0.0,0.0,0.0,0.0,0.05,0.05
0,1.0,2,0.01,0,0.0,0.0,0.0,0.0,1,255,0.0,0.0,0.0,0.0,0.64,0.0
0,0.33,244,0.96,0,0.0,0.0,0.0,0.0,6,255,0.0,0.0,0.0,0.0,0.01,0.33
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,7,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,126,0.47,1,0.0,0.0,0.0,0.0,1,81,0.02,0.0,0.01,0.0,0.05,0.0
1,0.12,5,0.02,0,1.0,1.0,1.0,1.0,143,255,0.0,0.0,0.0,0.0,0.06,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,3,53,0.01,0.0,0.0,0.0,0.0,0.0
0,1.0,203,0.8,0,0.0,0.0,0.0,0.0,152,255,0.0,0.0,0.0,0.0,0.01,0.0
1,1.0,74,0.44,0,0.0,0.01,0.0,0.0,300,168,0.0,0.0,0.38,0.0,0.04,0.0
1,0.1,1,0.0,0,1.0,1.0,1.0,1.0,191,255,0.0,0.0,0.0,0.0,0.08,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,6,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,254,1.0,0,0.0,0.0,0.0,0.0,107,255,0.0,0.0,0.0,0.0,0.01,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,13,13,0.0,0.0,0.0,0.0,0.0,0.0
1,0.03,8,0.03,0,1.0,1.0,1.0,1.0,257,255,0.0,0.0,0.0,0.0,0.07,0.07
0,1.0,255,1.0,1,0.0,0.0,0.03,0.03,35,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,6,68,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,17,0.07,0,0.0,0.03,0.0,0.0,17,230,0.0,0.0,0.57,0.0,0.71,0.0
1,0.12,17,0.07,0,0.0,0.0,0.0,0.0,140,255,1.0,1.0,1.0,1.0,0.05,0.06
1,1.0,154,0.6,0,0.0,0.0,0.0,0.0,511,255,0.0,0.0,0.0,0.0,0.01,0.0
0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,1,255,0.0,0.0,0.0,0.0,0.62,0.0
1,0.09,2,0.01,0,1.0,1.0,1.0,1.0,148,255,0.0,0.0,0.0,0.0,0.06,0.05
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,20,50,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,52,0.22,1,0.0,0.0,0.0,0.0,1,238,0.0,0.0,0.0,0.0,0.03,0.0
0,1.0,178,0.69,1,0.0,0.0,0.0,0.0,1,196,0.0,0.0,0.0,0.0,0.02,0.0
1,0.08,19,0.07,0,1.0,1.0,1.0,1.0,241,255,0.0,0.0,0.0,0.0,0.07,0.05
0,0.2,234,0.92,0,0.0,0.0,0.0,0.0,5,255,0.0,0.0,0.0,0.0,0.01,0.4
1,0.08,20,0.08,0,1.0,1.0,1.0,1.0,253,255,0.0,0.0,0.0,0.0,0.07,0.06
0,1.0,253,0.99,0,0.0,0.0,0.0,0.0,8,255,0.0,0.0,0.0,0.0,0.01,0.0
1,1.0,176,1.0,0,0.0,0.0,0.0,0.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,66,0.89,0,0.0,0.0,0.0,0.0,2,74,0.0,0.0,0.0,0.0,0.03,0.0
1,0.13,10,0.04,0,1.0,1.0,1.0,1.0,145,255,0.0,0.0,0.0,0.0,0.07,0.06
0,1.0,225,0.91,0,0.0,0.0,0.0,0.0,1,11,0.0,0.0,0.0,0.0,0.18,0.0
0,1.0,88,0.29,1,0.0,0.0,0.0,0.0,1,102,0.0,0.0,0.64,0.0,0.7,0.0
1,0.01,1,0.0,0,1.0,1.0,1.0,1.0,140,255,0.0,0.0,0.0,0.0,0.06,0.06
1,0.14,2,0.01,0,0.0,0.01,0.0,0.0,14,184,1.0,1.0,0.34,1.0,0.05,0.5
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,9,75,0.0,0.0,0.0,0.0,0.0,0.0
1,0.02,1,0.0,0,0.0,0.03,0.12,0.0,59,255,1.0,0.88,0.22,1.0,0.51,1.0
1,0.5,45,0.25,0,0.91,1.0,1.0,1.0,2,162,0.0,0.0,0.0,0.0,0.02,1.0
0,1.0,12,0.86,0,0.0,0.0,0.0,0.0,2,14,0.0,0.0,0.0,0.0,0.21,0.0
1,1.0,93,0.5,0,0.0,0.01,0.0,0.0,511,187,0.0,0.0,0.34,0.0,0.04,0.0
1,0.2,5,0.02,0,1.0,1.0,1.0,1.0,25,255,0.0,0.0,0.0,0.0,0.07,0.08
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,3,12,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,0,0.0,0.0,0.0,0.0,344,255,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5,31,0.12,0,0.0,0.0,0.0,0.0,2,255,0.0,0.0,0.0,0.0,0.01,1.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,251,0.98,0,0.0,0.0,0.0,0.0,12,255,0.0,0.0,0.0,0.0,0.01,0.0
1,1.0,9,1.0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,61,0.24,1,0.0,0.0,0.0,0.0,1,255,0.0,0.0,0.0,0.0,0.02,0.0
1,0.1,13,0.06,0,0.0,0.0,0.0,0.0,127,202,1.0,1.0,1.0,1.0,0.06,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,4,5,0.0,0.0,0.0,0.0,0.0,0.0
1,0.08,21,0.08,0,1.0,1.0,1.0,1.0,251,255,0.0,0.0,0.0,0.0,0.06,0.05
1,1.0,76,1.0,0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,3,7,0.0,0.0,0.0,0.0,0.0,0.0
1,0.14,6,0.02,0,1.0,1.0,1.0,1.0,108,255,0.0,0.0,0.0,0.0,0.08,0.06
0,1.0,15,0.23,1,0.0,0.0,0.0,0.0,1,65,0.0,0.0,0.0,0.0,0.09,0.0
1,0.01,1,0.0,0,0.0,0.0,0.01,0.0,103,255,1.0,0.91,0.38,1.0,0.42,1.0
0,1.0,255,1.0,1,0.0,0.0,0.17,0.17,6,255,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1,0.0,0,0.0,0.0,0.0,0.0,1,255,1.0,1.0,0.44,1.0,0.44,0.0
1,0.0,1,0.0,0,0.0,0.08,0.06,0.0,351,255,1.0,0.9,0.9,1.0,1.0,1.0
0,1.0,236,0.93,0,0.0,0.0,0.0,0.0,2,255,0.0,0.0,0.02,0.0,0.01,0.0
1,0.03,4,0.02,0,0.0,0.0,0.0,0.0,119,255,1.0,1.0,1.0,1.0,0.07,0.07
1,1.0,135,1.0,0,0.0,0.0,0.0,0.0,478,135,0.0,0.0,0.0,0.0,0.0,0.0
1,0.08,22,0.09,0,1.0,1.0,1.0,1.0,281,255,0.0,0.0,0.0,0.0,0.05,0.05
1,0.1,20,0.08,0,1.0,1.0,1.0,1.0,142,255,0.0,0.0,0.0,0.0,0.07,0.06
1,1.0,17,1.0,0,0.0,0.0,0.0,0.0,1,17,0.0,0.0,0.0,0.0,0.0,0.0
1,0.03,3,0.01,0,0.0,0.0,0.0,0.0,130,255,1.0,1.0,1.0,1.0,0.06,0.06
0,1.0,215,0.84,1,0.0,0.0,0.0,0.0,3,255,0.0,0.0,0.0,0.0,0.02,0.0
1,0.22,25,0.1,0,1.0,1.0,1.0,1.0,114,255,0.0,0.0,0.0,0.0,0.05,0.06
1,0.01,2,0.01,0,1.0,1.0,1.0,1.0,249,255,0.0,0.0,0.0,0.0,0.06,0.06
1,0.08,15,0.06,0,0.0,0.0,0.0,0.0,195,255,1.0,1.0,1.0,1.0,0.07,0.06
1,0.08,17,0.07,0,1.0,1.0,1.0,1.0,214,255,0.0,0.0,0.0,0.0,0.07,0.07
0,0.1,240,0.94,0,0.0,0.0,0.0,0.0,10,255,0.0,0.0,0.0,0.0,0.01,0.2
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,5,173,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,255,1.0,0,0.0,0.0,0.0,0.0,352,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,234,0.92,0,0.0,0.0,0.0,0.0,2,255,0.0,0.0,0.0,0.0,0.01,0.0
0,1.0,61,0.24,1,0.0,0.0,0.0,0.0,1,255,0.1,0.0,0.03,0.0,0.02,0.0
0,1.0,254,1.0,0,0.0,0.0,0.0,0.0,165,255,0.0,0.0,0.0,0.0,0.01,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,3,157,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,5,26,0.0,0.0,0.0,0.0,0.0,0.0
1,0.09,4,0.02,0,1.0,1.0,1.0,1.0,115,255,0.0,0.0,0.0,0.0,0.07,0.07
